,date,open,high,low,close,volume
757,2020-07-14,865.01,868.11,860.28,868.11,239.14K
815,2020-07-15,872.8,876.69,869.91,869.91,258.29K
872,2020-07-16,871.81,876.83,869.25,876.83,243.47K
933,2020-07-17,873.48,875.07,871.89,872.02,270.68K
1104,2020-07-20,870.66,871.64,861.4,861.4,285.08K
1163,2020-07-21,863.94,864.7,856.94,861.69,245.41K
1224,2020-07-22,862.8,864,854.97,855.08,278.60K
1281,2020-07-23,854.92,857.22,851.97,856.75,240.50K
1339,2020-07-24,854.23,854.57,816.65,829.16,505.10K
1507,2020-07-27,794.14,808.74,780.64,785.17,422.71K
1566,2020-07-28,786.72,814.4,786.67,813.36,328.49K
1619,2020-07-29,800.39,800.39,779.82,790.84,362.09K
1668,2020-07-30,796.22,802.97,794.88,801.13,188.95K
1713,2020-07-31,787.78,803.55,786.98,798.39,249.63K
310,2020-08-03,796.86,814.84,796.47,814.65,298.14K
318,2020-08-04,822.86,827.57,820.2,827.57,277.45K
326,2020-08-05,827.54,839.52,820.74,837.8,306.64K
335,2020-08-06,838.01,844.16,833.56,840.04,257.02K
343,2020-08-07,840.65,844.33,836.84,841.46,259.89K
370,2020-08-10,845.11,849.52,843.2,843.2,309.30K
378,2020-08-11,847.61,847.61,840.35,843.08,249.00K
386,2020-08-12,844.19,848.54,842.88,846.92,272.49K
704,2020-08-13,849.96,855.19,849.86,855.05,256.25K
764,2020-08-14,854.29,860.32,848.38,850.74,304.71K
937,2020-08-17,848.08,852.05,841.62,850.15,237.51K
994,2020-08-18,850.15,851.06,845,846.43,227.51K
1052,2020-08-19,847.19,853.15,846.22,851.21,240.15K
1110,2020-08-20,851.21,856.99,847.44,848.21,285.69K
1170,2020-08-21,849.99,856.45,849.69,854.78,286.82K
1343,2020-08-24,860.35,868.68,860.35,868.68,381.52K
1398,2020-08-25,870.92,877.57,870.92,874.12,399.07K
1455,2020-08-26,873.62,876.97,871.78,873.47,352.38K
1513,2020-08-27,872.38,875.71,871.93,874.71,325.72K
1573,2020-08-28,878.79,885.86,877.7,878.98,398.32K
1717,2020-08-31,882.13,888.44,879.26,881.65,352.65K
294,2020-09-01,882.4,892.51,880.79,891.73,317.00K
311,2020-09-03,898.25,904.32,896.26,903.97,370.49K
319,2020-09-04,896.02,903.11,893.86,901.54,346.44K
344,2020-09-07,903.85,905.8,888.25,888.25,434.06K
352,2020-09-08,891.61,894.58,884.88,890.14,294.02K
360,2020-09-09,883.68,892.4,881.57,889.32,318.44K
371,2020-09-10,895.29,896.78,888.82,888.82,387.24K
379,2020-09-11,888.82,890.98,884.67,888.97,309.91K
768,2020-09-14,891.89,895.31,891.89,894.57,364.43K
824,2020-09-15,896.61,898.74,894.66,896.26,381.80K
881,2020-09-16,897.43,897.58,894.63,897.47,290.43K
943,2020-09-17,897.47,899.41,890.93,894.04,395.46K
1001,2020-09-18,896.08,902.11,895.82,900.95,361.84K
1174,2020-09-21,904.5,909.78,904.5,907.94,403.44K
1233,2020-09-22,905.9,909.69,902.47,906.19,401.41K
1290,2020-09-23,908.97,913.52,908.97,912.5,392.51K
1349,2020-09-24,910.53,914.51,907.32,908.58,398.46K
1405,2020-09-25,910.78,911.3,905.56,908.27,361.23K
1577,2020-09-28,911.2,913.6,910.04,912.5,420.24K
1628,2020-09-29,916.63,917.49,903.98,903.98,465.36K
1677,2020-09-30,904.34,907,900.44,905.21,340.69K
295,2020-10-01,910.13,914.09,909.13,914.09,352.45K
301,2020-10-02,914.09,916.67,897.72,909.91,527.16K
327,2020-10-05,913.77,915.55,910.96,914.68,456.10K
336,2020-10-06,918.11,918.93,912.77,915.67,496.13K
345,2020-10-07,913.62,923.57,912.69,919.72,523.96K
353,2020-10-08,922.08,922.08,913.89,918.84,470.30K
361,2020-10-09,919.48,924,917.7,924,388.13K
387,2020-10-12,930.78,933.13,923.28,925.83,457.23K
713,2020-10-13,926.76,930.96,923.78,929.86,359.02K
773,2020-10-14,931.89,940.18,931.89,940.18,474.92K
830,2020-10-15,945.28,945.93,938.7,942.76,470.51K
887,2020-10-16,944.03,946.23,935.98,943.3,443.33K
1062,2020-10-19,945.01,946.29,941.92,943.69,389.47K
1119,2020-10-20,941,944.54,937.32,944.42,444.33K
1179,2020-10-21,947.16,948.2,939,939.03,412.65K
1239,2020-10-22,938.06,949.9,933.78,949.9,365.12K
1296,2020-10-23,953.45,961.26,953.14,961.26,452.49K
1465,2020-10-26,967.52,970.15,950.8,950.8,428.25K
1522,2020-10-27,950.8,954.72,946.28,946.47,455.85K
1582,2020-10-28,942.82,946.91,921.05,921.05,456.06K
1634,2020-10-29,916.49,925.84,914.33,919.08,436.13K
1683,2020-10-30,925.41,926.32,911.2,925.47,312.75K
302,2020-11-02,926.09,933.68,924.14,933.68,297.60K
312,2020-11-03,936.73,937.57,932.18,935.41,318.70K
320,2020-11-04,935.41,943.56,933.86,939.76,350.87K
328,2020-11-05,940.32,945.51,937.75,937.75,304.33K
337,2020-11-06,939.73,941.2,934.63,938.29,268.23K
362,2020-11-09,942.15,951.99,942.15,951.99,393.20K
372,2020-11-10,962.68,963.47,951.9,951.9,456.75K
380,2020-11-11,954.46,956.65,947.61,952.22,376.51K
388,2020-11-12,953.97,959.28,953.62,959.28,343.91K
720,2020-11-13,959.56,966.29,959.13,966.29,457.83K
891,2020-11-16,970.11,972.98,950.5,950.79,518.93K
951,2020-11-17,955.52,968.9,953.22,968.9,400.96K
1010,2020-11-18,969.48,974.3,966.32,973.53,478.68K
1068,2020-11-19,975.32,983.26,974.33,983.26,500.12K
1126,2020-11-20,984.71,990,980.72,990,501.05K
1300,2020-11-23,991.87,995.9,985.38,994.19,489.69K
1357,2020-11-24,996.55,997.99,984.92,995.76,550.07K
1414,2020-11-25,"1,000.39","1,002.31",996.8,999.94,475.74K
1471,2020-11-26,999.24,"1,005.97",994.91,"1,005.97",493.56K
1529,2020-11-27,"1,006.68","1,010.22","1,004.00","1,010.22",446.44K
1687,2020-11-30,"1,011.82","1,012.50","1,002.61","1,003.08",532.93K
296,2020-12-01,988.71,"1,008.87",988.71,"1,008.87",583.31K
303,2020-12-02,"1,008.77","1,015.86","1,007.91","1,014.32",684.53K
313,2020-12-03,"1,016.73","1,020.35","1,014.06","1,019.80",518.91K
321,2020-12-04,"1,019.80","1,025.17","1,018.67","1,021.49",553.59K
346,2020-12-07,"1,024.34","1,030.41","1,022.14","1,029.98",520.34K
354,2020-12-08,"1,029.98","1,032.58","1,025.63","1,029.26",527.67K
363,2020-12-09,"1,029.26","1,039.55","1,029.26","1,039.13",586.05K
373,2020-12-10,"1,041.65","1,044.10","1,030.91","1,030.91",626.45K
381,2020-12-11,"1,033.19","1,045.96","1,030.06","1,045.96",463.77K
783,2020-12-14,"1,048.97","1,064.09","1,048.97","1,064.09",583.59K
839,2020-12-15,"1,062.02","1,067.45","1,052.01","1,055.27",675.18K
896,2020-12-16,"1,058.34","1,066.99","1,057.21","1,066.99",591.57K
957,2020-12-17,"1,065.85","1,065.85","1,051.42","1,051.77",667.89K
1016,2020-12-18,"1,055.75","1,068.56","1,055.75","1,067.46",623.64K
1189,2020-12-21,"1,071.62","1,081.60","1,070.86","1,081.08",713.66K
1248,2020-12-22,"1,081.85","1,084.23","1,077.06","1,083.45",756.11K
1305,2020-12-23,"1,087.89","1,094.09","1,077.92","1,078.90",813.17K
1363,2020-12-24,"1,083.83","1,084.76","1,046.89","1,067.52",757.32K
1420,2020-12-25,"1,068.83","1,084.42","1,061.83","1,084.42",652.81K
1592,2020-12-28,"1,094.37","1,096.11","1,083.90","1,091.33",723.88K
1643,2020-12-29,"1,090.49","1,102.79","1,087.93","1,099.49",678.82K
1692,2020-12-30,"1,099.78","1,108.83","1,094.91","1,097.54",676.98K
1727,2020-12-31,"1,098.25","1,105.33","1,096.27","1,103.87",527.82K
412,2021-01-04,"1,113.77","1,126.43","1,113.59","1,120.47",764.04K
420,2021-01-05,"1,116.96","1,134.45","1,116.49","1,132.55",763.43K
429,2021-01-06,"1,139.12","1,152.85","1,133.70","1,143.21",790.45K
437,2021-01-07,"1,147.26","1,156.49","1,143.44","1,156.49",763.74K
445,2021-01-08,"1,164.10","1,176.33","1,160.48","1,167.69",808.31K
471,2021-01-11,"1,176.47","1,186.45","1,175.00","1,184.89",845.85K
478,2021-01-12,"1,190.38","1,192.28","1,179.24","1,192.28",719.94K
668,2021-01-13,"1,197.32","1,200.82","1,183.18","1,186.05",819.29K
729,2021-01-14,"1,189.48","1,190.50","1,178.84","1,187.40",779.34K
789,2021-01-15,"1,188.84","1,197.74","1,188.84","1,194.20",783.11K
962,2021-01-18,"1,198.79","1,200.85","1,190.33","1,191.94",747.42K
1019,2021-01-19,"1,189.91","1,189.91","1,117.17","1,131.00",986.19K
1076,2021-01-20,"1,136.50","1,142.48","1,098.05","1,134.68",839.30K
1135,2021-01-21,"1,146.86","1,164.21","1,132.66","1,164.21",721.92K
1195,2021-01-22,"1,166.77","1,175.72","1,161.43","1,166.78",758.32K
1368,2021-01-25,"1,164.20","1,172.18","1,162.80","1,166.05",707.24K
1422,2021-01-26,"1,164.97","1,164.97","1,121.03","1,136.12",782.27K
1477,2021-01-27,"1,122.41","1,132.99","1,088.86","1,097.17",785.70K
1537,2021-01-28,"1,041.71","1,052.16","1,022.77","1,023.94",767.87K
1597,2021-01-29,998.33,"1,076.11",998.33,"1,056.61",797.39K
389,2021-02-01,"1,056.61","1,074.52","1,035.51","1,035.51",634.33K
398,2021-02-02,"1,036.95","1,075.53","1,029.36","1,075.53",602.62K
406,2021-02-03,"1,084.87","1,113.24","1,082.95","1,111.29",703.18K
413,2021-02-04,"1,112.97","1,117.88","1,098.85","1,112.19",523.41K
421,2021-02-05,"1,114.79","1,126.91","1,112.19","1,126.91",529.87K
446,2021-02-08,"1,127.06","1,127.06","1,075.10","1,083.18",696.60K
455,2021-02-09,"1,090.88","1,114.93","1,078.98","1,114.93",519.81K
907,2021-02-17,"1,127.46","1,155.78","1,127.46","1,155.78",568.03K
967,2021-02-18,"1,157.10","1,174.38","1,148.66","1,174.38",614.82K
1024,2021-02-19,"1,160.65","1,178.18","1,157.60","1,173.50",578.28K
1199,2021-02-22,"1,173.57","1,182.67","1,169.12","1,175.04",630.04K
1256,2021-02-23,"1,174.57","1,184.32","1,168.32","1,177.64",598.27K
1313,2021-02-24,"1,184.32","1,185.58","1,154.36","1,162.01",603.00K
1372,2021-02-25,"1,169.97","1,169.97","1,155.74","1,165.43",510.43K
1427,2021-02-26,"1,148.88","1,169.28","1,148.88","1,168.47",554.46K
390,2021-03-01,"1,176.93","1,186.82","1,174.45","1,186.17",643.38K
399,2021-03-02,"1,196.16","1,196.16","1,181.99","1,186.61",577.01K
407,2021-03-03,"1,184.73","1,189.18","1,180.25","1,186.95",631.67K
414,2021-03-04,"1,191.78","1,191.90","1,159.48","1,168.52",673.45K
422,2021-03-05,"1,164.19","1,169.56","1,155.60","1,168.69",594.84K
447,2021-03-08,"1,180.33","1,181.25","1,164.02","1,168.27",652.70K
456,2021-03-09,"1,160.96","1,166.42","1,150.94","1,161.97",641.43K
464,2021-03-10,"1,163.86","1,170.59","1,154.89","1,170.08",723.92K
472,2021-03-11,"1,170.08","1,183.73","1,170.08","1,181.73",629.10K
479,2021-03-12,"1,185.21","1,186.52","1,178.14","1,181.56",624.71K
797,2021-03-15,"1,183.89","1,186.06","1,178.80","1,184.56",676.96K
853,2021-03-16,"1,184.91","1,184.91","1,171.76","1,179.90",683.85K
912,2021-03-17,"1,178.64","1,186.09","1,176.26","1,186.09",701.09K
971,2021-03-18,"1,196.60","1,200.94","1,191.94","1,200.94",628.64K
1028,2021-03-19,"1,195.47","1,199.67","1,191.96","1,194.05",680.90K
1205,2021-03-22,"1,200.05","1,200.21","1,189.31","1,194.43",700.87K
1262,2021-03-23,"1,190.28","1,191.47","1,177.10","1,183.45",683.72K
1318,2021-03-24,"1,169.42","1,174.20","1,154.22","1,161.81",750.48K
1376,2021-03-25,"1,164.41","1,170.76","1,154.44","1,163.10",690.73K
1431,2021-03-26,"1,162.71","1,165.76","1,137.90","1,162.21",670.46K
1601,2021-03-29,"1,169.65","1,175.77","1,165.78","1,175.68",660.95K
1653,2021-03-30,"1,179.64","1,187.29","1,172.85","1,186.36",780.73K
1701,2021-03-31,"1,186.36","1,196.45","1,186.36","1,191.44",703.08K
391,2021-04-01,"1,194.59","1,217.26","1,192.83","1,216.10",672.84K
400,2021-04-02,"1,225.76","1,228.29","1,221.07","1,224.45",661.89K
423,2021-04-05,"1,245.28","1,245.28","1,228.18","1,236.05",693.04K
430,2021-04-06,"1,233.37","1,244.63","1,231.14","1,239.96",694.06K
438,2021-04-07,"1,237.39","1,242.38","1,232.52","1,242.38",727.82K
448,2021-04-08,"1,242.38","1,246.40","1,232.26","1,234.89",664.51K
457,2021-04-09,"1,231.51","1,234.98","1,227.60","1,231.66",732.82K
480,2021-04-12,"1,236.79","1,252.45","1,232.35","1,252.45",890.31K
684,2021-04-13,"1,262.44","1,268.02","1,247.66","1,248.33",1.03M
743,2021-04-14,"1,240.90","1,255.87","1,233.01","1,255.87",861.96K
801,2021-04-15,"1,262.25","1,265.87","1,247.25","1,247.25",806.49K
859,2021-04-16,"1,245.06","1,254.61","1,227.14","1,238.71",986.88K
1032,2021-04-19,"1,243.58","1,260.58","1,233.77","1,260.58",817.13K
1090,2021-04-20,"1,267.74","1,286.32","1,261.28","1,268.28",843.60K
1210,2021-04-22,"1,264.31","1,271.98","1,227.82","1,227.82",770.37K
1268,2021-04-23,"1,227.18","1,248.53","1,216.15","1,248.53",716.52K
1435,2021-04-26,"1,251.25","1,251.25","1,214.14","1,215.77",744.95K
1493,2021-04-27,"1,213.84","1,220.96","1,204.14","1,219.75",618.17K
1552,2021-04-28,"1,220.26","1,230.91","1,217.49","1,229.55",612.70K
1605,2021-04-29,"1,234.91","1,239.39","1,231.25","1,239.39",647.16K
415,2021-05-04,"1,222.08","1,242.80","1,212.56","1,242.20",798.49K
424,2021-05-05,"1,244.69","1,265.93","1,244.69","1,256.43",744.43K
431,2021-05-06,"1,255.42","1,261.49","1,246.64","1,250.57",730.50K
439,2021-05-07,"1,245.48","1,250.50","1,231.92","1,241.81",783.04K
465,2021-05-10,"1,239.96","1,259.58","1,236.85","1,259.58",773.06K
473,2021-05-11,"1,265.11","1,272.55","1,256.04","1,256.04",770.09K
481,2021-05-12,"1,251.97","1,269.09","1,249.18","1,269.09",700.67K
689,2021-05-13,"1,262.98","1,273.49","1,261.99","1,261.99",711.52K
749,2021-05-14,"1,266.43","1,271.45","1,259.97","1,266.36",730.99K
923,2021-05-17,"1,272.55","1,277.83","1,258.50","1,258.70",758.29K
981,2021-05-18,"1,259.57","1,262.22","1,249.02","1,252.68",692.48K
1037,2021-05-19,"1,254.78","1,262.71","1,250.58","1,262.49",694.35K
1095,2021-05-20,"1,264.62","1,278.22","1,255.78","1,278.22",745.21K
1155,2021-05-21,"1,272.84","1,289.03","1,268.46","1,283.93",698.93K
1329,2021-05-24,"1,287.50","1,299.83","1,287.36","1,297.98",715.51K
1385,2021-05-25,"1,299.19","1,308.58","1,297.23","1,308.58",679.06K
1440,2021-05-26,"1,308.04","1,317.30","1,304.68","1,316.70",713.07K
1498,2021-05-27,"1,318.42","1,319.67","1,299.99","1,303.57",733.00K
1558,2021-05-28,"1,307.79","1,323.09","1,300.06","1,320.46",768.85K
1707,2021-05-31,"1,326.65","1,328.05","1,307.56","1,328.05",737.18K
392,2021-06-01,"1,329.47","1,346.34","1,328.84","1,337.78",629.42K
401,2021-06-02,"1,337.78","1,344.98","1,330.82","1,340.78",805.24K
408,2021-06-03,"1,345.21","1,366.00","1,345.21","1,364.28",898.88K
416,2021-06-04,"1,367.06","1,374.05","1,360.42","1,374.05",943.33K
440,2021-06-07,"1,374.59","1,375.74","1,347.21","1,358.78",876.69K
449,2021-06-08,"1,355.36","1,364.48","1,318.11","1,319.88",924.51K
458,2021-06-09,"1,323.52","1,339.14","1,312.08","1,332.90",822.29K
466,2021-06-10,"1,332.90","1,336.71","1,317.49","1,323.58",723.49K
474,2021-06-11,"1,326.79","1,352.47","1,322.08","1,351.74",731.26K
753,2021-06-14,"1,352.73","1,368.53","1,352.73","1,361.72",775.73K
811,2021-06-15,"1,361.58","1,372.72","1,356.59","1,367.36",730.94K
867,2021-06-16,"1,363.85","1,370.14","1,350.73","1,356.52",769.63K
928,2021-06-17,"1,341.06","1,364.55","1,337.49","1,359.92",768.73K
987,2021-06-18,"1,366.19","1,377.77","1,363.52","1,377.77",809.47K
1159,2021-06-21,"1,373.59","1,381.74","1,367.85","1,372.63",768.18K
1220,2021-06-22,"1,380.84","1,385.98","1,375.00","1,379.97",746.95K
1276,2021-06-23,"1,383.15","1,388.33","1,372.06","1,376.87",710.77K
1334,2021-06-24,"1,376.87","1,384.71","1,372.99","1,379.72",591.75K
1391,2021-06-25,"1,382.11","1,390.12","1,372.80","1,390.12",598.11K
1562,2021-06-28,"1,397.96","1,406.02","1,390.56","1,405.81",699.51K
1615,2021-06-29,"1,408.34","1,416.34","1,406.87","1,410.04",647.39K
1663,2021-06-30,"1,410.83","1,419.61","1,408.18","1,408.55",595.29K
393,2021-07-01,"1,412.15","1,417.27","1,402.18","1,417.08",753.56K
402,2021-07-02,"1,422.89","1,424.28","1,415.82","1,420.27",706.83K
425,2021-07-05,"1,420.27","1,421.52","1,394.12","1,411.13",774.45K
432,2021-07-06,"1,411.13","1,418.99","1,354.79","1,354.79",773.51K
441,2021-07-07,"1,354.79","1,388.55","1,334.58","1,388.55",733.80K
450,2021-07-08,"1,388.55","1,388.55","1,363.92","1,374.68",528.83K
459,2021-07-09,"1,374.68","1,374.68","1,335.90","1,347.14",713.99K
482,2021-07-12,"1,347.14","1,347.14","1,270.06","1,296.30",912.74K
699,2021-07-13,"1,296.30","1,307.73","1,278.30","1,297.54",500.18K
758,2021-07-14,"1,297.54","1,305.37","1,264.68","1,279.91",547.97K
816,2021-07-15,"1,279.91","1,299.18","1,270.77","1,293.92",419.14K
873,2021-07-16,"1,293.92","1,304.37","1,293.92","1,299.31",415.12K
1048,2021-07-19,"1,299.31","1,299.31","1,237.79","1,243.51",731.02K
1105,2021-07-20,"1,243.51","1,273.29","1,225.52","1,273.29",568.60K
1164,2021-07-21,"1,273.29","1,284.33","1,266.71","1,270.79",451.95K
1225,2021-07-22,"1,270.79","1,294.16","1,266.54","1,293.67",536.41K
1282,2021-07-23,"1,293.67","1,295.63","1,268.83","1,268.83",582.25K
1451,2021-07-26,"1,268.83","1,277.33","1,254.57","1,272.71",508.55K
1508,2021-07-27,"1,272.71","1,288.35","1,272.71","1,276.93",566.75K
1567,2021-07-28,"1,276.93","1,281.17","1,271.78","1,277.07",406.89K
1620,2021-07-29,"1,277.07","1,293.60","1,277.07","1,293.60",491.06K
1669,2021-07-30,"1,293.60","1,311.97","1,293.60","1,310.05",644.44K
403,2021-08-02,"1,310.05","1,322.35","1,304.49","1,314.22",614.53K
409,2021-08-03,"1,314.22","1,332.44","1,314.22","1,332.44",647.01K
417,2021-08-04,"1,332.44","1,340.76","1,328.40","1,334.74",661.80K
426,2021-08-05,"1,334.74","1,346.62","1,326.80","1,345.55",635.47K
433,2021-08-06,"1,345.55","1,351.85","1,341.45","1,341.45",736.16K
460,2021-08-09,"1,341.45","1,361.12","1,334.69","1,359.86",688.43K
467,2021-08-10,"1,359.86","1,370.35","1,358.12","1,362.43",716.54K
475,2021-08-11,"1,362.43","1,374.03","1,357.79","1,357.79",806.77K
483,2021-08-12,"1,357.79","1,365.01","1,353.05","1,353.05",741.56K
705,2021-08-13,"1,353.05","1,357.41","1,336.74","1,357.05",744.15K
877,2021-08-16,"1,357.05","1,372.33","1,357.05","1,370.96",827.71K
938,2021-08-17,"1,370.96","1,379.70","1,359.11","1,363.09",768.61K
995,2021-08-18,"1,363.09","1,370.50","1,355.83","1,360.94",689.78K
1053,2021-08-19,"1,360.94","1,374.85","1,352.94","1,374.85",728.17K
1111,2021-08-20,"1,374.85","1,374.85","1,317.52","1,329.43",1.21M
1286,2021-08-23,"1,329.43","1,329.43","1,298.86","1,298.86",795.07K
1344,2021-08-24,"1,298.86","1,307.56","1,289.16","1,298.74",714.27K
1399,2021-08-25,"1,298.74","1,310.16","1,291.70","1,309.55",522.87K
1456,2021-08-26,"1,309.55","1,316.26","1,295.77","1,301.12",524.29K
1514,2021-08-27,"1,301.12","1,313.20","1,285.16","1,313.20",685.06K
1673,2021-08-30,"1,313.20","1,329.62","1,313.20","1,328.14",676.54K
1718,2021-08-31,"1,328.14","1,336.14","1,325.69","1,331.47",733.83K
394,2021-09-01,"1,331.47","1,338.02","1,328.13","1,334.65",719.96K
434,2021-09-06,"1,334.65","1,348.36","1,334.65","1,346.39",944.41K
442,2021-09-07,"1,346.39","1,353.66","1,340.32","1,341.90",869.38K
451,2021-09-08,"1,341.90","1,344.49","1,328.35","1,333.61",626.08K
461,2021-09-09,"1,333.61","1,345.59","1,332.67","1,343.98",642.57K
468,2021-09-10,"1,343.98","1,350.43","1,343.98","1,345.31",598.73K
709,2021-09-13,"1,345.31","1,350.69","1,340.50","1,341.43",775.47K
769,2021-09-14,"1,341.43","1,349.13","1,336.84","1,339.70",730.45K
825,2021-09-15,"1,339.70","1,347.70","1,334.97","1,345.83",692.09K
882,2021-09-16,"1,345.83","1,353.12","1,341.23","1,345.87",599.77K
944,2021-09-17,"1,345.87","1,356.45","1,345.87","1,352.64",852.78K
1115,2021-09-20,"1,352.64","1,365.92","1,349.18","1,350.48",895.46K
1175,2021-09-21,"1,350.48","1,350.48","1,324.82","1,339.84",859.68K
1234,2021-09-22,"1,339.84","1,350.71","1,336.63","1,350.68",779.65K
1291,2021-09-23,"1,350.68","1,361.09","1,350.43","1,352.76",997.61K
1350,2021-09-24,"1,352.76","1,356.97","1,348.07","1,351.17",673.10K
1518,2021-09-27,"1,351.17","1,354.38","1,324.99","1,324.99",778.44K
1578,2021-09-28,"1,324.99","1,341.81","1,316.41","1,339.31",623.51K
1629,2021-09-29,"1,339.31","1,340.90","1,328.17","1,339.21",598.50K
1678,2021-09-30,"1,339.21","1,348.89","1,339.21","1,342.06",438.29K
395,2021-10-01,"1,342.06","1,344.06","1,332.97","1,334.89",738.17K
418,2021-10-04,"1,334.89","1,347.49","1,333.53","1,339.54",736.08K
427,2021-10-05,"1,339.54","1,354.63","1,339.54","1,354.63",636.27K
435,2021-10-06,"1,354.63","1,362.82","1,354.63","1,362.82",637.00K
443,2021-10-07,"1,362.82","1,367.64","1,360.57","1,365.99",693.03K
452,2021-10-08,"1,365.99","1,373.18","1,365.93","1,372.73",632.86K
476,2021-10-11,"1,372.73","1,394.64","1,372.73","1,394.09",764.35K
484,2021-10-12,"1,394.09","1,400.78","1,389.43","1,394.80",742.81K
714,2021-10-13,"1,394.80","1,400.67","1,389.61","1,391.91",645.35K
774,2021-10-14,"1,391.91","1,398.67","1,388.89","1,391.85",725.51K
831,2021-10-15,"1,391.85","1,399.03","1,388.00","1,392.70",784.56K
1006,2021-10-18,"1,392.70","1,402.63","1,390.88","1,395.53",795.92K
1063,2021-10-19,"1,395.53","1,399.66","1,388.95","1,395.33",639.44K
1120,2021-10-20,"1,395.33","1,401.76","1,376.15","1,393.80",845.89K
1180,2021-10-21,"1,393.80","1,398.45","1,384.77","1,384.77",709.07K
1240,2021-10-22,"1,384.77","1,393.70","1,384.77","1,389.24",798.13K
1410,2021-10-25,"1,389.24","1,395.72","1,385.40","1,385.40",899.26K
1466,2021-10-26,"1,385.40","1,393.03","1,377.56","1,391.63",747.95K
1523,2021-10-27,"1,391.63","1,423.02","1,391.63","1,423.02",936.22K
1583,2021-10-28,"1,423.02","1,440.64","1,420.42","1,438.01",865.43K
1635,2021-10-29,"1,438.01","1,447.62","1,432.19","1,444.27",982.01K
396,2021-11-01,"1,444.27","1,451.81","1,435.57","1,438.97",1.13M
404,2021-11-02,"1,438.97","1,452.46","1,438.83","1,452.46",1.01M
410,2021-11-03,"1,452.46","1,463.63","1,440.67","1,444.30",1.51M
419,2021-11-04,"1,444.30","1,451.98","1,435.84","1,448.34",929.53K
428,2021-11-05,"1,448.34","1,459.93","1,444.51","1,456.51",874.07K
453,2021-11-08,"1,456.51","1,470.49","1,456.51","1,467.57",1.08M
462,2021-11-09,"1,467.57","1,474.20","1,457.57","1,461.50",1.03M
469,2021-11-10,"1,461.50","1,470.19","1,457.98","1,465.02",985.54K
477,2021-11-11,"1,465.02","1,472.89","1,449.18","1,462.35",1.27M
485,2021-11-12,"1,462.35","1,474.98","1,453.22","1,473.37",955.63K
835,2021-11-15,"1,473.37","1,481.96","1,466.01","1,476.57",1.17M
892,2021-11-16,"1,476.57","1,476.97","1,459.08","1,466.45",1.22M
952,2021-11-17,"1,466.45","1,477.04","1,464.78","1,475.85",860.80K
1011,2021-11-18,"1,475.85","1,482.87","1,469.83","1,469.83",1.09M
1069,2021-11-19,"1,469.83","1,481.53","1,434.69","1,452.35",1.52M
1244,2021-11-22,"1,452.35","1,466.46","1,442.85","1,447.25",1.27M
1301,2021-11-23,"1,447.25","1,463.63","1,438.41","1,463.63",880.07K
1358,2021-11-24,"1,463.63","1,491.05","1,463.63","1,488.87",1.12M
1415,2021-11-25,"1,488.87","1,505.36","1,488.87","1,500.81",1.01M
1472,2021-11-26,"1,500.81","1,511.68","1,488.83","1,493.03",1.06M
1639,2021-11-29,"1,493.03","1,493.03","1,464.83","1,484.84",1.01M
1688,2021-11-30,"1,484.84","1,503.09","1,471.57","1,478.44",1.08M
397,2021-12-01,"1,478.44","1,487.68","1,471.30","1,485.19",876.73K
405,2021-12-02,"1,485.19","1,493.84","1,482.05","1,482.05",763.96K
411,2021-12-03,"1,482.05","1,491.20","1,443.32","1,443.32",1.10M
436,2021-12-06,"1,443.32","1,452.55","1,400.87","1,413.58",1.04M
444,2021-12-07,"1,413.58","1,446.77","1,413.58","1,446.77",755.91K
454,2021-12-08,"1,446.77","1,460.28","1,446.77","1,452.87",771.03K
463,2021-12-09,"1,452.87","1,467.98","1,446.88","1,467.98",665.46K
470,2021-12-10,"1,467.98","1,475.85","1,461.78","1,463.54",798.29K
725,2021-12-13,"1,463.54","1,481.70","1,463.54","1,476.21",865.58K
784,2021-12-14,"1,476.21","1,485.14","1,469.21","1,476.02",964.11K
840,2021-12-15,"1,476.02","1,481.67","1,468.21","1,475.50",906.08K
897,2021-12-16,"1,475.50","1,482.32","1,468.95","1,476.61",927.54K
958,2021-12-17,"1,476.61","1,487.73","1,476.61","1,479.79",1.11M
1131,2021-12-20,"1,479.79","1,483.85","1,468.88","1,477.33",963.35K
1190,2021-12-21,"1,477.33","1,486.09","1,472.43","1,478.74",902.84K
1249,2021-12-22,"1,478.74","1,489.24","1,471.84","1,477.67",1.07M
1306,2021-12-23,"1,477.67","1,481.21","1,447.14","1,456.96",1.36M
1364,2021-12-24,"1,456.96","1,478.80","1,456.32","1,477.03",889.48K
1534,2021-12-27,"1,477.03","1,490.12","1,469.91","1,488.88",752.11K
1593,2021-12-28,"1,488.88","1,499.77","1,483.97","1,494.39",1.00M
1644,2021-12-29,"1,494.39","1,498.91","1,485.82","1,485.82",843.88K
1693,2021-12-30,"1,490.96","1,493.38","1,484.82","1,485.97",747.86K
1728,2021-12-31,"1,485.97","1,499.07","1,485.97","1,498.28",875.73K
503,2022-01-04,"1,508.55","1,526.69","1,507.19","1,525.58",891.30K
511,2022-01-05,"1,525.58","1,535.82","1,522.50","1,522.50",1.06M
519,2022-01-06,"1,522.50","1,536.24","1,518.18","1,528.57",1.13M
527,2022-01-07,"1,534.10","1,534.52","1,524.96","1,528.48",1.03M
554,2022-01-10,"1,528.48","1,536.45","1,503.71","1,503.71",1.38M
